ruta,tipo,corredor,orden,estacion,capacidad
F26,EX,F,1,Alcalá - Col. S. Tomás Dominicos,250
F26,EX,F,2,Calle 127,250
F26,EX,F,3,Calle 100 - Marketmedios,250
F26,EX,F,4,Virrey,250
F26,EX,F,5,Calle 85 - GATO DUMAS,250
F26,EX,F,6,Héroes,250
F26,EX,F,7,AV. Américas - AV. Boyacá,250
F26,EX,F,8,Mandalay,250
F26,EX,F,9,Banderas,250
F26,EX,F,10,TV 86,250
F26,EX,F,11,Biblioteca Tintal,250
F26,EX,F,12,Patio Bonito,250
F26,EX,F,13,Portal Américas,250
F28,EX,F,1,Portal Norte,250
F28,EX,F,2,Calle 161,250
F28,EX,F,3,Calle 146,250
F28,EX,F,4,Prado,250
F28,EX,F,5,Pepe Sierra,250
F28,EX,F,6,Calle 106,250
F28,EX,F,7,La Castellana,250
F28,EX,F,8,CDS - Cra. 32,250
F28,EX,F,9,Zona Industrial,250
F28,EX,F,10,Marsella,250
F28,EX,F,11,Banderas,250
F28,EX,F,12,Biblioteca Tintal,250
F28,EX,F,13,Portal Américas,250
F32,EX,F,1,NQS - Calle 75,160
F32,EX,F,2,AV. Chile,160
F32,EX,F,3,7 de agosto,160
F32,EX,F,4,U. Nacional,160
F32,EX,F,5,AV. El Dorado,160
F32,EX,F,6,CAD,160
F32,EX,F,7,Zona Industrial,160
F32,EX,F,8,Puente Aranda,160
F32,EX,F,9,AV. Américas - AV. Boyacá,160
F32,EX,F,10,Banderas,160
F32,EX,F,11,TV 86,160
F32,EX,F,12,Portal Américas,160
F51,EX,F,1,Museo Nacional - FNG,160
F51,EX,F,2,San Diego,160
F51,EX,F,3,Las Nieves,160
F51,EX,F,4,Ricaurte,160
F51,EX,F,5,Distrito Grafiti,160
F51,EX,F,6,Pradera - Plaza Central,160
F51,EX,F,7,Marsella,160
F51,EX,F,8,AV. Américas - AV. Boyacá,160
F51,EX,F,9,Mandalay,160
F51,EX,F,10,Banderas,160
F51,EX,F,11,Biblioteca Tintal,160
F51,EX,F,12,Patio Bonito,160
F51,EX,F,13,Portal Américas,160
F60,EX,F,1,Calle 76,160
F60,EX,F,2,Calle 63,160
F60,EX,F,3,Temporal - Marly,160
F60,EX,F,4,Calle 45 - American School Way,160
F60,EX,F,5,Temporal - Calle 34,160
F60,EX,F,6,Calle 26,160
F60,EX,F,7,De la Sabana,160
F60,EX,F,8,Ricaurte,160
F60,EX,F,9,KR 43 - COMAPAN,160
F60,EX,F,10,Distrito Grafiti,160
F60,EX,F,11,Banderas,160
F60,EX,F,12,TV 86,160
F60,EX,F,13,Portal Américas,160
F61,EX,F,1,Polo - FINCOMERCIO,160
F61,EX,F,2,Calle 72,160
F61,EX,F,3,Temporal - Flores,160
F61,EX,F,4,Temporal - Calle 57,160
F61,EX,F,5,AV. 39,160
F61,EX,F,6,Temporal - Calle 34,160
F61,EX,F,7,Temporal - Calle 22,160
F61,EX,F,8,Calle 19,160
F61,EX,F,9,Zona Industrial,160
F61,EX,F,10,Marsella,160
F61,EX,F,11,Banderas,160
F61,EX,F,12,Biblioteca Tintal,160
F61,EX,F,13,Patio Bonito,160
F61,EX,F,14,Portal Américas,160
G11,EX,G,1,Terminal,160
G11,EX,G,2,Calle 187,160
G11,EX,G,3,Toberín - Foundever,160
G11,EX,G,4,Calle 146,160
G11,EX,G,5,Calle 106,160
G11,EX,G,6,Virrey,160
G11,EX,G,7,Calle 85 - GATO DUMAS,160
G11,EX,G,8,Héroes,160
G11,EX,G,9,Escuela Militar,160
G11,EX,G,10,Campín - UAN,160
G11,EX,G,11,Paloquemao,160
G11,EX,G,12,Ricaurte,160
G11,EX,G,13,Santa Isabel,160
G11,EX,G,14,SENA,160
G11,EX,G,15,NQS - Calle 30 Sur,160
G11,EX,G,16,Alquería,160
G11,EX,G,17,Paseo Villa del Río - Madelena,160
G11,EX,G,18,Portal Sur - JFK Coop. financ.,160
G12,EX,G,1,Portal Norte,160
G12,EX,G,2,Toberín - Foundever,160
G12,EX,G,3,Calle 142,160
G12,EX,G,4,Prado,160
G12,EX,G,5,Calle 127,160
G12,EX,G,6,Calle 100 - Marketmedios,160
G12,EX,G,7,La Castellana,160
G12,EX,G,8,NQS - Calle 75,160
G12,EX,G,9,7 de agosto,160
G12,EX,G,10,U. Nacional,160
G12,EX,G,11,AV. El Dorado,160
G12,EX,G,12,Ricaurte,160
G12,EX,G,13,Comuneros,160
G12,EX,G,14,Gral. Santander,160
G12,EX,G,15,Perdomo,160
G12,EX,G,16,Portal Sur - JFK Coop. financ.,160
G22,EX,G,1,Portal 80,160
G22,EX,G,2,Granja - KR 77,160
G22,EX,G,3,Minuto de Dios,160
G22,EX,G,4,Boyacá,160
G22,EX,G,5,AV. 68,160
G22,EX,G,6,KR 47,160
G22,EX,G,7,NQS - Calle 75,160
G22,EX,G,8,AV. Chile,160
G22,EX,G,9,U. Nacional,160
G22,EX,G,10,AV. El Dorado,160
G22,EX,G,11,Paloquemao,160
G22,EX,G,12,Santa Isabel,160
G22,EX,G,13,SENA,160
G22,EX,G,14,Gral. Santander,160
G22,EX,G,15,Sevillana,160
G22,EX,G,16,Portal Sur - JFK Coop. financ.,160
G30,EX,G,1,Portal Suba,160
G30,EX,G,2,La Campiña,160
G30,EX,G,3,Suba - TV 91,160
G30,EX,G,4,Suba - AV. Boyacá,160
G30,EX,G,5,AV. Suba - Calle 116,160
G30,EX,G,6,Puentelargo,160
G30,EX,G,7,Rionegro,160
G30,EX,G,8,Movistar Arena,160
G30,EX,G,9,U. Nacional,160
G30,EX,G,10,CAD,160
G30,EX,G,11,Santa Isabel,160
G30,EX,G,12,NQS - Calle 38A Sur,160
G30,EX,G,13,Gral. Santander,160
G30,EX,G,14,Venecia,160
G30,EX,G,15,Portal Sur - JFK Coop. financ.,160
G41,EX,G,1,Bicentenario,160
G41,EX,G,2,Tygua - San José,160
G41,EX,G,3,Guatoque - Veraguas,160
G41,EX,G,4,NQS - Calle 30 S.,160
G41,EX,G,5,Alquería,160
G41,EX,G,6,Bosa,160
G41,EX,G,7,Terreros Hsp. C.V.,160
G41,EX,G,8,San Mateo,160
G42,EX,G,1,7 de agosto,160
G42,EX,G,2,Campín - UAN,160
G42,EX,G,3,U. Nacional,160
G42,EX,G,4,Paloquemao,160
G42,EX,G,5,Comuneros,160
G42,EX,G,6,Bosa,160
G42,EX,G,7,La Despensa,160
G42,EX,G,8,León XIII,160
G42,EX,G,9,Terreros - Hospital C.V.,160
G42,EX,G,10,San Mateo,160
G43,EX,G,1,Portal Eldorado - C.C. NUESTRO BOGOTÁ,160
G43,EX,G,2,Modelia,160
G43,EX,G,3,Normandía,160
G43,EX,G,4,El Tiempo - CCB,160
G43,EX,G,5,Salitre - El Greco,160
G43,EX,G,6,Gobernación,160
G43,EX,G,7,Quinta Paredes,160
G43,EX,G,8,Corferias,160
G43,EX,G,9,CAD,160
G43,EX,G,10,Ricaurte,160
G43,EX,G,11,SENA,160
G43,EX,G,12,Gral. Santander,160
G43,EX,G,13,Venecia,160
G43,EX,G,14,La Despensa,160
G43,EX,G,15,León XIII,160
G43,EX,G,16,Terreros - Hospital C.V.,160
G43,EX,G,17,San Mateo,160
G45,EX,G,1,San Mateo,250
G45,EX,G,2,Terreros - Hospital C.V.,250
G45,EX,G,3,León XIII,250
G45,EX,G,4,La Despensa,250
G45,EX,G,5,Bosa,250
G45,EX,G,6,Portal Sur - JFK Coop. financ.,250
G46,EX,G,1,Portal Norte,160
G46,EX,G,2,Toberín - Foundever,160
G46,EX,G,3,Alcalá - Col. S. Tomás Dominicos,160
G46,EX,G,4,Calle 100 - Marketmedios,160
G46,EX,G,5,Bosa,160
G46,EX,G,6,La Despensa,160
G46,EX,G,7,León XIII,160
G46,EX,G,8,Terreros - Hospital C.V.,160
G46,EX,G,9,San Mateo,160
G47,EX,G,1,Museo Nacional - FNG,160
G47,EX,G,2,San Diego,160
G47,EX,G,3,Las Nieves,160
G47,EX,G,4,San Victorino,160
G47,EX,G,5,Tygua-San José,160
G47,EX,G,6,Guatoque-Veraguas,160
G47,EX,G,7,Comuneros,160
G47,EX,G,8,NQS - Calle 38A S.,160
G47,EX,G,9,Sevillana,160
G47,EX,G,10,Paseo Villa del Río - Madelena,160
G47,EX,G,11,Perdomo,160
G47,EX,G,12,Portal Sur - JFK Coop. financ.,160
G48,EX,G,1,CAD,160
G48,EX,G,2,Ricaurte,160
G48,EX,G,3,Santa Isabel,160
G48,EX,G,4,Gral. Santander,160
G48,EX,G,5,Venecia,160
G48,EX,G,6,Sevillana,160
G48,EX,G,7,Bosa,160
G48,EX,G,8,La Despensa,160
G48,EX,G,9,León XIII,160
G48,EX,G,10,Terreros - Hospital C.V.,160
G48,EX,G,11,San Mateo,160
G52,EX,G,1,Temporal - Flores,250
G52,EX,G,2,Calle 76,250
G52,EX,G,3,Santa Isabel,250
G52,EX,G,4,NQS - Calle 30S.,250
G52,EX,G,5,Gral. Santander,250
G52,EX,G,6,Alquería,250
G52,EX,G,7,Venecia,250
G52,EX,G,8,Paseo Villa del Río - Madelena,250
G52,EX,G,9,Perdomo,250
G52,EX,G,10,Portal Sur - JFK Coop. financ.,250
H13,EX,H,1,Portal Norte,250
H13,EX,H,2,Calle 161,250
H13,EX,H,3,Mazurén,250
H13,EX,H,4,Calle 146,250
H13,EX,H,5,Calle 142,250
H13,EX,H,6,Calle 127,250
H13,EX,H,7,Calle 106,250
H13,EX,H,8,Calle 85 - GATO DUMAS,250
H13,EX,H,9,Calle 76,250
H13,EX,H,10,Calle 72,250
H13,EX,H,11,Temporal - Flores,250
H13,EX,H,12,Calle 63,250
H13,EX,H,13,AV. 39,250
H13,EX,H,14,Temporal - Calle 22,250
H13,EX,H,15,Tercer Milenio,250
H13,EX,H,16,Hospital,250
H13,EX,H,17,Hortúa,250
H13,EX,H,18,Restrepo,250
H13,EX,H,19,Quiroga,250
H13,EX,H,20,Calle 40 Sur,250
H13,EX,H,21,Biblioteca,250
H13,EX,H,22,Portal Tunal,250
H15,EX,H,1,Portal Suba,160
H15,EX,H,2,La Campiña,160
H15,EX,H,3,Suba - TV. 91,160
H15,EX,H,4,Gratamira,160
H15,EX,H,5,Niza - Calle 127,160
H15,EX,H,6,Humedal Córdoba,160
H15,EX,H,7,AV. Suba - Calle 116,160
H15,EX,H,8,Rionegro,160
H15,EX,H,9,Calle 76,160
H15,EX,H,10,Temporal - Calle 57,160
H15,EX,H,11,Temporal - Marly,160
H15,EX,H,12,Calle 45 - American School Way,160
H15,EX,H,13,Temporal - Calle 22,160
H15,EX,H,14,Calle 19,160
H15,EX,H,15,AV. Jiménez,160
H15,EX,H,16,Tercer Milenio,160
H15,EX,H,17,Nariño,160
H15,EX,H,18,Olaya,160
H15,EX,H,19,Calle 40 S.,160
H15,EX,H,20,Parque,160
H15,EX,H,21,Portal Tunal,160
H17,EX,H,1,Portal Suba,250
H17,EX,H,2,La Campiña,250
H17,EX,H,3,Suba - TV. 91,250
H17,EX,H,4,Niza - Calle 127,250
H17,EX,H,5,AV. Suba - Calle 116,250
H17,EX,H,6,Puentelargo,250
H17,EX,H,7,Suba - Calle 100,250
H17,EX,H,8,Suba - Calle 95,250
H17,EX,H,9,San Martín,250
H17,EX,H,10,7 de agosto,250
H17,EX,H,11,U. Nacional,250
H17,EX,H,12,AV. El Dorado,250
H17,EX,H,13,Paloquemao,250
H17,EX,H,14,Guatoque - Veraguas,250
H17,EX,H,15,Hortúa,250
H17,EX,H,16,Restrepo,250
H17,EX,H,17,Quiroga,250
H17,EX,H,18,Santa Lucía,250
H17,EX,H,19,Socorro,250
H17,EX,H,20,Consuelo,250
H17,EX,H,21,Danubio,250
H17,EX,H,22,Portal Usme,250
H20,EX,H,1,Portal 80,160
H20,EX,H,2,Quirigua,160
H20,EX,H,3,Granja - KR 77,160
H20,EX,H,4,Boyacá,160
H20,EX,H,5,Ferias,160
H20,EX,H,6,AV. 68,160
H20,EX,H,7,Polo - FINCOMERCIO,160
H20,EX,H,8,Temporal - Flores,160
H20,EX,H,9,Calle 63,160
H20,EX,H,10,Calle 45 - American School Way,160
H20,EX,H,11,Temporal - Calle 34,160
H20,EX,H,12,Calle 26,160
H20,EX,H,13,Temporal - Calle 22,160
H20,EX,H,14,Calle 19,160
H20,EX,H,15,AV. Jiménez,160
H20,EX,H,16,Restrepo,160
H20,EX,H,17,Olaya,160
H20,EX,H,18,Quiroga,160
H20,EX,H,19,Calle 40 S.,160
H20,EX,H,20,Molinos,160
H20,EX,H,21,Portal Usme,160
H21,EX,H,1,Portal 80,160
H21,EX,H,2,KR 90,160
H21,EX,H,3,AV. Cali,160
H21,EX,H,4,Granja - KR 77,160
H21,EX,H,5,Minuto de Dios,160
H21,EX,H,6,AV. 68,160
H21,EX,H,7,7 de agosto,160
H21,EX,H,8,Movistar Arena,160
H21,EX,H,9,Campín - UAN,160
H21,EX,H,10,Ricaurte,160
H21,EX,H,11,Guatoque - Veraguas,160
H21,EX,H,12,Fucha,160
H21,EX,H,13,Quiroga,160
H21,EX,H,14,Calle 40 S.,160
H21,EX,H,15,Santa Lucía,160
H21,EX,H,16,Portal Tunal,160
H27,EX,H,1,Portal Norte,160
H27,EX,H,2,Toberín - Foundever,160
H27,EX,H,3,Calle 100 - Marketmedios,160
H27,EX,H,4,Virrey,160
H27,EX,H,5,Calle 85 - GATO DUMAS,160
H27,EX,H,6,Héroes,160
H27,EX,H,7,Calle 72,160
H27,EX,H,8,Temporal - Calle 34,160
H27,EX,H,9,AV. Jiménez,160
H27,EX,H,10,Calle 40S.,160
H27,EX,H,11,Portal Tunal,160
H54,EX,H,1,Portal Eldorado - C.C. NUESTRO BOGOTÁ,160
H54,EX,H,2,Modelia,160
H54,EX,H,3,AV. Rojas - UNISALESIANA,160
H54,EX,H,4,El Tiempo - CCB,160
H54,EX,H,5,Salitre - El Greco,160
H54,EX,H,6,CAN - British Council,160
H54,EX,H,7,Quinta Paredes,160
H54,EX,H,8,Corferias,160
H54,EX,H,9,C. Universitaria - Lotería de Btá.,160
H54,EX,H,10,Concejo de Bogotá,160
H54,EX,H,11,AV. Jiménez,160
H54,EX,H,12,Hortúa,160
H54,EX,H,13,Restrepo,160
H54,EX,H,14,Calle 40 S.,160
H54,EX,H,15,Molinos,160
H54,EX,H,16,Danubio,160
H54,EX,H,17,Portal Usme,160
H72,EX,H,1,Toberín - Foundever,250
H72,EX,H,2,Mazurén,250
H72,EX,H,3,Alcalá - Col S. Tomás Dominicos,250
H72,EX,H,4,Pepe Sierra,250
H72,EX,H,5,Castellana,250
H72,EX,H,6,AV. Chile,250
H72,EX,H,7,Movistar Arena,250
H72,EX,H,8,Paloquemao,250
H72,EX,H,9,Tygua-San José,250
H72,EX,H,10,Hospital,250
H72,EX,H,11,Nariño,250
H72,EX,H,12,Fucha,250
H72,EX,H,13,Olaya,250
H72,EX,H,14,Socorro,250
H72,EX,H,15,Molinos,250
H72,EX,H,16,Portal Usme,250
H75,EX,H,1,Portal Norte,160
H75,EX,H,2,Toberín - Foundever,160
H75,EX,H,3,Calle 146,160
H75,EX,H,4,Calle 142,160
H75,EX,H,5,Prado,160
H75,EX,H,6,Calle 100 - Marketmedios,160
H75,EX,H,7,Héroes,160
H75,EX,H,8,Calle 76,160
H75,EX,H,9,Calle 72,160
H75,EX,H,10,Calle 63,160
H75,EX,H,11,Temporal - Calle 57,160
H75,EX,H,12,Temporal - Marly,160
H75,EX,H,13,AV. 39,160
H75,EX,H,14,AV. Jiménez,160
H75,EX,H,15,Hortúa,160
H75,EX,H,16,Nariño,160
H75,EX,H,17,Fucha,160
H75,EX,H,18,Santa Lucía,160
H75,EX,H,19,Socorro,160
H75,EX,H,20,Consuelo,160
H75,EX,H,21,Molinos,160
H75,EX,H,22,Danubio,160
H75,EX,H,23,Portal Usme,160
H76,EX,H,1,Universidades - CityU,160
H76,EX,H,2,Calle 19,160
H76,EX,H,3,AV. Jiménez,160
H76,EX,H,4,Tercer Milenio,160
H76,EX,H,5,Restrepo,160
H76,EX,H,6,Calle 40 S.,160
H76,EX,H,7,Santa Lucía,160
H76,EX,H,8,Socorro,160
H76,EX,H,9,Consuelo,160
H76,EX,H,10,Molinos,160
H76,EX,H,11,Danubio,160
H76,EX,H,12,Portal Usme,160
H83,EX,H,1,Portal Usme,80
H83,EX,H,2,Danubio,80
H83,EX,H,3,Consuelo,80
H83,EX,H,4,Quiroga,80
H83,EX,H,5,AV. 1° de Mayo,80
H83,EX,H,6,Policarpa,80
H83,EX,H,7,Bicentenario,80
H83,EX,H,8,San Victorino,80
H83,EX,H,9,San Diego,80
H83,EX,H,10,Museo Nacional - FNG,80
J23,EX,J,1,Portal Américas,160
J23,EX,J,2,Patio Bonito,160
J23,EX,J,3,Biblioteca Tintal,160
J23,EX,J,4,Banderas,160
J23,EX,J,5,AV. Américas - AV. Boyacá,160
J23,EX,J,6,Pradera - Plaza Central,160
J23,EX,J,7,Puente Aranda,160
J23,EX,J,8,Ricaurte,160
J23,EX,J,9,San Façon - KR 22,160
J23,EX,J,10,AV. Jiménez,160
J23,EX,J,11,Museo del Oro,160
J23,EX,J,12,Las Aguas - C. Col Americano,160
J24,EX,J,1,Portal 80,160
J24,EX,J,2,KR. 90,160
J24,EX,J,3,AV. Cali,160
J24,EX,J,4,Granja - KR 77,160
J24,EX,J,5,Minuto de Dios,160
J24,EX,J,6,KR 47,160
J24,EX,J,7,Escuela Militar,160
J24,EX,J,8,Calle 76,160
J24,EX,J,9,Calle 72,160
J24,EX,J,10,Temporal - Calle 57,160
J24,EX,J,11,Temporal - Marly,160
J24,EX,J,12,AV. 39,160
J24,EX,J,13,Universidades - CityU,160
J70,EX,J,1,Portal Norte,250
J70,EX,J,2,Toberín - Foundever,250
J70,EX,J,3,Mazurén,250
J70,EX,J,4,Calle 146,250
J70,EX,J,5,Calle 142,250
J70,EX,J,6,Alcalá - Col. S. Tomás Dominicos,250
J70,EX,J,7,Prado,250
J70,EX,J,8,Calle 127,250
J70,EX,J,9,CAD,250
J70,EX,J,10,AV. Jiménez,250
J70,EX,J,11,Museo del Oro,250
J70,EX,J,12,Las Aguas - C. Col Americano,250
J73,EX,J,1,Portal Suba,160
J73,EX,J,2,La Campiña,160
J73,EX,J,3,Suba - TV 91,160
J73,EX,J,4,Niza - Calle 127,160
J73,EX,J,5,Puentelargo,160
J73,EX,J,6,Suba - Calle 100,160
J73,EX,J,7,San Martín,160
J73,EX,J,8,C. Universitaria - Lotería de Btá.,160
J73,EX,J,9,Centro Memoria,160
J73,EX,J,10,Universidades - CityU,160
J74,EX,J,1,Portal Norte,250
J74,EX,J,2,Toberín - Foundever,250
J74,EX,J,3,Mazurén,250
J74,EX,J,4,Calle 146,250
J74,EX,J,5,Calle 142,250
J74,EX,J,6,Prado,250
J74,EX,J,7,Virrey,250
J74,EX,J,8,Héroes,250
J74,EX,J,9,Temporal - Calle 57,250
J74,EX,J,10,Calle 45 - American School Way,250
J74,EX,J,11,AV. 39,250
J74,EX,J,12,Calle 26,250
J74,EX,J,13,Calle 19,250
J74,EX,J,14,Universidades - CityU,250
J76,EX,J,1,Portal Usme,160
J76,EX,J,2,Danubio,160
J76,EX,J,3,Consuelo,160
J76,EX,J,4,Socorro,160
J76,EX,J,5,Santa Lucía,160
J76,EX,J,6,Calle 40 S.,160
J76,EX,J,7,Restrepo,160
J76,EX,J,8,Tercer Milenio,160
J76,EX,J,9,AV. Jiménez,160
J76,EX,J,10,Calle 19,160
J76,EX,J,11,Universidades - CityU,160
K10,EX,K,1,Portal 20 de Julio,160
K10,EX,K,2,AV. 1° de Mayo,160
K10,EX,K,3,Ciudad Jardín - UAN,160
K10,EX,K,4,San Bernardo,160
K10,EX,K,5,Bicentenario,160
K10,EX,K,6,San Victorino,160
K10,EX,K,7,Las Nieves,160
K10,EX,K,8,Centro Memoria,160
K10,EX,K,9,C. Universitaria - Lotería de Btá.,160
K10,EX,K,10,Gobernación,160
K10,EX,K,11,CAN - British Council,160
K10,EX,K,12,Salitre - El Greco,160
K10,EX,K,13,Normandía,160
K10,EX,K,14,Modelia,160
K10,EX,K,15,Portal Eldorado - C.C. NUESTRO BOGOTÁ,160
K16,EX,K,1,Terminal,160
K16,EX,K,2,Calle 187,160
K16,EX,K,3,Toberín - Foundever,160
K16,EX,K,4,Mazurén,160
K16,EX,K,5,Alcalá - Col. S. Tomás Dominicos,160
K16,EX,K,6,Pepe Sierra,160
K16,EX,K,7,AV. Chile,160
K16,EX,K,8,AV. El Dorado,160
K16,EX,K,9,Corferias,160
K16,EX,K,10,Quinta Paredes,160
K16,EX,K,11,Gobernación,160
K16,EX,K,12,CAN - British Council,160
K16,EX,K,13,Salitre - El Greco,160
K16,EX,K,14,El Tiempo - CCB,160
K16,EX,K,15,AV. Rojas - UNISALESIANA,160
K16,EX,K,16,Modelia,160
K16,EX,K,17,Portal Eldorado - C.C. NUESTRO BOGOTÁ,160
K23,EX,K,1,Alcalá - Col. S. Tomás Dominicos,160
K23,EX,K,2,Prado,160
K23,EX,K,3,Calle 127,160
K23,EX,K,4,Calle 85 - GATO DUMAS,160
K23,EX,K,5,Temporal - Calle 57,160
K23,EX,K,6,Temporal - Marly,160
K23,EX,K,7,Calle 45 - American School Way,160
K23,EX,K,8,Temporal - Calle 34,160
K23,EX,K,9,Calle 26,160
K23,EX,K,10,Concejo de Bogotá,160
K23,EX,K,11,C. Universitaria - Lotería de Btá.,160
K23,EX,K,12,Gobernación,160
K23,EX,K,13,CAN - British Council,160
K23,EX,K,14,Salitre - El Greco,160
K23,EX,K,15,El Tiempo - CCB,160
K23,EX,K,16,AV. Rojas - UNISALESIANA,160
K23,EX,K,17,Portal Eldorado - C.C. NUESTRO BOGOTÁ,160
K43,EX,K,1,San Mateo,160
K43,EX,K,2,Terreros - Hospital C.V.,160
K43,EX,K,3,León XIII,160
K43,EX,K,4,La Despensa,160
K43,EX,K,5,Venecia,160
K43,EX,K,6,Gral. Santander,160
K43,EX,K,7,SENA,160
K43,EX,K,8,Ricaurte,160
K43,EX,K,9,CAD,160
K43,EX,K,10,Corferias,160
K43,EX,K,11,Quinta Paredes,160
K43,EX,K,12,Gobernación,160
K43,EX,K,13,Salitre - El Greco,160
K43,EX,K,14,El Tiempo - CCB,160
K43,EX,K,15,Normandía,160
K43,EX,K,16,Modelia,160
K43,EX,K,17,Portal Eldorado - C.C. NUESTRO BOGOTÁ,160
K54,EX,K,1,Portal Usme,160
K54,EX,K,2,Danubio,160
K54,EX,K,3,Molinos,160
K54,EX,K,4,Calle 40 S.,160
K54,EX,K,5,Restrepo,160
K54,EX,K,6,Hortúa,160
K54,EX,K,7,AV. Jiménez,160
K54,EX,K,8,Concejo de Bogotá,160
K54,EX,K,9,C. Universitaria - Lotería de Btá.,160
K54,EX,K,10,Corferias,160
K54,EX,K,11,Quinta Paredes,160
K54,EX,K,12,CAN - British Council,160
K54,EX,K,13,Salitre - El Greco,160
K54,EX,K,14,El Tiempo - CCB,160
K54,EX,K,15,AV. Rojas - UNISALESIANA,160
K54,EX,K,16,Modelia,160
K54,EX,K,17,Portal Eldorado - C.C. NUESTRO BOGOTÁ,160
K86,EX,K,1,Museo Nacional - FNG,80
K86,EX,K,2,Concejo de Bogotá,80
K86,EX,K,3,Corferias,80
K86,EX,K,4,Gobernación,80
K86,EX,K,5,CAN - British Council,80
K86,EX,K,6,El Tiempo - CCB,80
K86,EX,K,7,AV. Rojas - UNISALESIANA,80
K86,EX,K,8,Portal Eldorado- C.C. NUESTRO BOGOTÁ,80
L10,EX,L,1,Portal Eldorado - C.C. NUESTRO BOGOTÁ,160
L10,EX,L,2,Modelia,160
L10,EX,L,3,Normandía,160
L10,EX,L,4,Salitre - El Greco,160
L10,EX,L,5,CAN - British Council,160
L10,EX,L,6,Gobernación,160
L10,EX,L,7,C. Universitaria - Lotería de Btá.,160
L10,EX,L,8,Centro Memoria,160
L10,EX,L,9,Las Nieves,160
L10,EX,L,10,San Victorino,160
L10,EX,L,11,Bicentenario,160
L10,EX,L,12,San Bernardo,160
L10,EX,L,13,Ciudad Jardín - UAN,160
L10,EX,L,14,AV. 1° de Mayo,160
L10,EX,L,15,Portal 20 de Julio,160
L18,EX,L,1,Terminal,160
L18,EX,L,2,Calle 187,160
L18,EX,L,3,Alcalá - Col. S. Tomás Dominicos,160
L18,EX,L,4,Calle 127,160
L18,EX,L,5,Pepe Sierra,160
L18,EX,L,6,Virrey,160
L18,EX,L,7,Calle 76,160
L18,EX,L,8,Calle 63,160
L18,EX,L,9,Calle 45 - American School Way,160
L18,EX,L,10,Temporal - Calle 34,160
L18,EX,L,11,AV. Jiménez,160
L18,EX,L,12,Tercer Milenio,160
L18,EX,L,13,Bicentenario,160
L18,EX,L,14,San Bernardo,160
L18,EX,L,15,AV. 1° de Mayo,160
L18,EX,L,16,Country Sur,160
L18,EX,L,17,Portal 20 de Julio,160
L25,EX,L,1,Portal Suba,160
L25,EX,L,2,La Campiña,160
L25,EX,L,3,Suba - TV. 91,160
L25,EX,L,4,21 Ángeles,160
L25,EX,L,5,Suba - AV. Boyacá,160
L25,EX,L,6,Niza - Calle 127,160
L25,EX,L,7,AV. Suba - Calle 95,160
L25,EX,L,8,San Martín,160
L25,EX,L,9,NQS - Calle 75,160
L25,EX,L,10,AV. Chile,160
L25,EX,L,11,Movistar Arena,160
L25,EX,L,12,Campín - UAN,160
L25,EX,L,13,Ricaurte,160
L25,EX,L,14,Guatoque - Veraguas,160
L25,EX,L,15,Tygua - San José,160
L25,EX,L,16,Bicentenario,160
L25,EX,L,17,San Bernardo,160
L25,EX,L,18,AV 1° de Mayo,160
L25,EX,L,19,Country Sur,160
L25,EX,L,20,Portal 20 de Julio,160
L81,DU,M,1,AV. 68,80
L81,DU,M,2,KR 47,80
L81,DU,M,3,Polo - FINCOMERCIO,80
L81,DU,M,4,Museo Nacional - FNG,80
L81,DU,M,5,San Victorino,80
L81,DU,M,6,Bicentenario,80
L81,DU,M,7,AV. 1° de Mayo,80
L81,DU,M,8,Country Sur,80
L81,DU,M,9,Portal 20 de Julio,80
L82,DU,M,1,San Diego,80
L82,DU,M,2,Bicentenario,80
L82,DU,M,3,AV. 1° de Mayo,80
L82,DU,M,4,Country Sur,80
L82,DU,M,5,Portal 20 de Julio,80
M82,DU,M,1,Portal 20 de Julio,80
M82,DU,M,2,Country Sur,80
M82,DU,M,3,AV. 1° de Mayo,80
M82,DU,M,4,Bicentenario,80
M82,DU,M,5,San Diego,80
M83,DU,M,1,Portal Usme,80
M83,DU,M,2,Danubio,80
M83,DU,M,3,Consuelo,80
M83,DU,M,4,Quiroga,80
M83,DU,M,5,AV. 1° de Mayo,80
M83,DU,M,6,Policarpa,80
M83,DU,M,7,Bicentenario,80
M83,DU,M,8,San Victorino,80
M83,DU,M,9,San Diego,80
M83,DU,M,10,Museo Nacional - FNG,80
M84,DU,M,1,21 Ángeles,80
M84,DU,M,2,Puentelargo,80
M84,DU,M,3,Polo - FINCOMERCIO,80
M85,DU,P,1,Salitre - El Greco,80
M85,DU,P,2,CAN - British Council,80
M85,DU,P,3,Quinta Paredes,80
M85,DU,P,4,Centro Memoria,80
M85,DU,P,5,Museo Nacional - FNG,80
M86,EX,K,1,Portal Eldorado - C.C. NUESTRO BOGOTÁ,80
M86,EX,K,2,AV. Rojas - UNISALESIANA,80
M86,EX,K,3,El Tiempo - CCB,80
M86,EX,K,4,CAN - British Council,80
M86,EX,K,5,Gobernación,80
M86,EX,K,6,Corferias,80
M86,EX,K,7,Concejo de Bogotá,80
M86,EX,K,8,San Diego,80
M86,EX,K,9,Museo Nacional - FNG,80
P85,DU,P,1,Museo Nacional - FNG,80
P85,DU,P,2,San Diego,80
P85,DU,P,3,San Victorino,80
