ruta,tipo,corredor,orden,estacion,capacidad
L25,Expreso,Suba,7,Suba - Calle 95,250
L25,Expreso,Suba,8,San Martín,250
L25,Expreso,NQS Central,9,NQS - Calle 75,250
L25,Expreso,NQS Central,10,AV. Chile,250
L25,Expreso,NQS Central,11,Movistar Arena,250
L25,Expreso,NQS Central,12,Campín - UAN,250
L25,Expreso,NQS Central,13,Ricaurte,250
L25,Expreso,NQS Central,14,Guatoque-Veraguas,250
L25,Expreso,NQS Central,15,Tygua-San José,250
L25,Expreso,Carrera 10,16,Bicentenario,250
L25,Expreso,Carrera 10,17,San Bernardo,250
L25,Expreso,Carrera 10,18,AV. 1° Mayo,250
L25,Expreso,Carrera 10,19,Country Sur,250
L25,Expreso,Carrera 10,20,Portal 20 de Julio,250
L41,Expreso,NQS Sur,1,San Mateo,250
L41,Expreso,NQS Sur,2,Terreros - Hospital C.V.,250
L41,Expreso,NQS Sur,3,Bosa,250
L41,Expreso,NQS Sur,4,Alquería,250
L41,Expreso,NQS Sur,5,NQS - Calle 30 S.,250
L41,Expreso,NQS Central,6,Guatoque-Veraguas,250
L41,Expreso,NQS Central,7,Tygua-San José,250
L41,Expreso,Carrera 10,8,Bicentenario,250
M47,Expreso,NQS Sur,1,Portal Sur - JFK Coop. financ.,250
M47,Expreso,NQS Sur,2,Perdomo,250
M47,Expreso,NQS Sur,3,Paseo Villa del Río - Madelena,250
M47,Expreso,NQS Sur,4,Sevillana,250
M47,Expreso,NQS Sur,5,NQS - Calle 38A S.,250
M47,Expreso,NQS Sur,6,Comuneros,250
M47,Expreso,NQS Central,7,Guatoque-Veraguas,250
M47,Expreso,NQS Central,8,Tygua-San José,250
M47,Expreso,Carrera 10,9,San Victorino,250
M47,Expreso,Carrera 10,10,Las Nieves,250
M47,Expreso,Carrera 10,11,San Diego,250
M47,Expreso,Carrera 7,12,Museo Nacional - FNG,250
M51,Expreso,Américas,1,Portal Américas,250
M51,Expreso,Américas,2,Patio Bonito,250
M51,Expreso,Américas,3,Biblioteca Tintal,250
M51,Expreso,Américas,4,Banderas,250
M51,Expreso,Américas,5,Mandalay,250
M51,Expreso,Américas,6,AV. Américas - AV. Boyacá,250
M51,Expreso,Américas,7,Marsella,250
M51,Expreso,Américas,8,Pradera - Plaza Central,250
M51,Expreso,Américas,9,Distrito Grafiti,250
M51,Expreso,Américas,10,Ricaurte,250
M51,Expreso,Carrera 10,11,Las Nieves,250
M51,Expreso,Carrera 10,12,San Diego,250
M51,Expreso,Carrera 7,13,Museo Nacional - FNG,250
C84,Dual,Calle 80,1,Polo - FINCOMERCIO,80
C84,Dual,Suba,2,Puentelargo,80
C84,Dual,Suba,3,21 Ángeles,80
D81,Dual,Carrera 10,1,Portal 20 de Julio,80
D81,Dual,Carrera 10,2,Country Sur,80
D81,Dual,Carrera 10,3,AV. 1° Mayo,80
D81,Dual,Carrera 10,4,Bicentenario,80
D81,Dual,Carrera 10,5,San Victorino,80
D81,Dual,Carrera 7,6,Museo Nacional - FNG,80
D81,Dual,Calle 80,7,Polo - FINCOMERCIO,80
D81,Dual,Calle 80,8,KR 47,80
D81,Dual,Calle 80,9,AV. 68,80
H83,Dual,Carrera 7,1,Museo Nacional - FNG,160
H83,Dual,Carrera 10,2,San Diego,160
H83,Dual,Carrera 10,3,San Victorino,160
H83,Dual,Carrera 10,4,Bicentenario,160
H83,Dual,Carrera 10,5,Policarpa,160
H83,Dual,Carrera 10,6,AV. 1° Mayo,160
H83,Dual,Caracas Sur,7,Quiroga,160
H83,Dual,Caracas Sur,8,Consuelo,160
H83,Dual,Caracas Sur,9,Danubio,160
H83,Dual,Caracas Sur,10,Portal Usme,160
K86,Dual,Carrera 7,1,Museo Nacional - FNG,80
K86,Dual,Calle 26,2,Concejo de Bogotá,80
K86,Dual,Calle 26,3,Corferias,80
K86,Dual,Calle 26,4,Gobernación,80
K86,Dual,Calle 26,5,CAN - British Council,80
K86,Dual,Calle 26,6,El Tiempo - CCB,80
K86,Dual,Calle 26,7,AV. Rojas - UNISALESIANA,80
K86,Dual,Calle 26,8,Portal Eldorado - C.C. NUESTRO BOGOTÁ,80
L81,Dual,Calle 80,1,AV. 68,80
L81,Dual,Calle 80,2,KR 47,80
L81,Dual,Calle 80,3,Polo - FINCOMERCIO,80
L81,Dual,Carrera 7,4,Museo Nacional - FNG,80
L81,Dual,Carrera 10,5,San Victorino,80
L81,Dual,Carrera 10,6,Bicentenario,80
L81,Dual,Carrera 10,7,AV. 1° Mayo,80
L81,Dual,Carrera 10,8,Country Sur,80
L81,Dual,Carrera 10,9,Portal 20 de Julio,80
L82,Dual,Carrera 10,1,San Diego,80
L82,Dual,Carrera 10,2,Bicentenario,80
L82,Dual,Carrera 10,3,AV. 1° Mayo,80
L82,Dual,Carrera 10,4,Country Sur,80
L82,Dual,Carrera 10,5,Portal 20 de Julio,80
M82,Dual,Carrera 10,1,Portal 20 de Julio,80
M82,Dual,Carrera 10,2,Country Sur,80
M82,Dual,Carrera 10,3,AV. 1° Mayo,80
M82,Dual,Carrera 10,4,Bicentenario,80
M82,Dual,Carrera 10,5,San Diego,80
M83,Dual,Caracas Sur,1,Portal Usme,160
M83,Dual,Caracas Sur,2,Danubio,160
M83,Dual,Caracas Sur,3,Consuelo,160
M83,Dual,Caracas Sur,4,Quiroga,160
M83,Dual,Carrera 10,5,AV. 1° Mayo,160
M83,Dual,Carrera 10,6,Policarpa,160
M83,Dual,Carrera 10,7,Bicentenario,160
M83,Dual,Carrera 10,8,San Victorino,160
M83,Dual,Carrera 10,9,San Diego,160
M83,Dual,Carrera 7,10,Museo Nacional - FNG,160
M84,Dual,Suba,1,21 Ángeles,80
M84,Dual,Suba,2,Puentelargo,80
M84,Dual,Calle 80,3,Polo - FINCOMERCIO,80
M85,Dual,Calle 26,1,Salitre - El Greco,80
M85,Dual,Calle 26,2,CAN - British Council,80
M85,Dual,Calle 26,3,Quinta Paredes,80
M85,Dual,Calle 26,4,Centro Memoria,80
M85,Dual,Carrera 7,5,Museo Nacional - FNG,80
M86,Dual,Calle 26,1,Portal Eldorado - C.C. NUESTRO BOGOTÁ,80
M86,Dual,Calle 26,2,AV. Rojas - UNISALESIANA,80
M86,Dual,Calle 26,3,El Tiempo - CCB,80
M86,Dual,Calle 26,4,CAN - British Council,80
M86,Dual,Calle 26,5,Gobernación,80
M86,Dual,Calle 26,6,Corferias,80
M86,Dual,Calle 26,7,Concejo de Bogotá,80
M86,Dual,Carrera 10,8,San Diego,80
M86,Dual,Carrera 7,9,Museo Nacional - FNG,80
P85,Dual,Carrera 7,1,Museo Nacional - FNG,80
P85,Dual,Calle 26,2,Centro Memoria,80
P85,Dual,Calle 26,3,Quinta Paredes,80
P85,Dual,Calle 26,4,CAN - British Council,80
P85,Dual,Calle 26,5,Salitre - El Greco,80
