ruta,tipo,corredor,orden,estacion,capacidad
G11,Expreso,Autopista Norte,5,Calle 106,250
G11,Expreso,Autopista Norte,6,Virrey,250
G11,Expreso,Autopista Norte,7,Calle 85 - GATO DUMAS,250
G11,Expreso,Autopista Norte,8,Héroes,250
G11,Expreso,Calle 80,9,Escuela Militar,250
G11,Expreso,NQS Central,10,Campín - UAN,250
G11,Expreso,NQS Central,11,Paloquemao,250
G11,Expreso,NQS Central,12,Ricaurte,250
G11,Expreso,NQS Sur,13,Santa Isabel,250
G11,Expreso,NQS Sur,14,SENA,250
G11,Expreso,NQS Sur,15,NQS - Calle 30 S.,250
G11,Expreso,NQS Sur,16,Alquería,250
G11,Expreso,NQS Sur,17,Paseo Villa del Río - Madelena,250
G11,Expreso,NQS Sur,18,Portal Sur - JFK Coop. financ.,250
G12,Expreso,Autopista Norte,1,Portal Norte,250
G12,Expreso,Autopista Norte,2,Toberín - Foundever,250
G12,Expreso,Autopista Norte,3,Calle 142,250
G12,Expreso,Autopista Norte,4,Prado,250
G12,Expreso,Autopista Norte,5,Calle 127,250
G12,Expreso,Autopista Norte,6,Calle 100 - Marketmedios,250
G12,Expreso,NQS Central,7,La Castellana,250
G12,Expreso,NQS Central,8,NQS - Calle 75,250
G12,Expreso,NQS Central,9,7 de agosto,250
G12,Expreso,NQS Central,10,U. Nacional,250
G12,Expreso,NQS Central,11,AV. El Dorado,250
G12,Expreso,NQS Central,12,Ricaurte,250
G12,Expreso,NQS Sur,13,Comuneros,250
G12,Expreso,NQS Sur,14,Gral. Santander,250
G12,Expreso,NQS Sur,15,Perdomo,250
G12,Expreso,NQS Sur,16,Portal Sur - JFK Coop. financ.,250
G22,Expreso,Calle 80,1,Portal 80,250
G22,Expreso,Calle 80,2,Granja - KR 77,250
G22,Expreso,Calle 80,3,Minuto de Dios,250
G22,Expreso,Calle 80,4,Boyacá,250
G22,Expreso,Calle 80,5,AV. 68,250
G22,Expreso,Calle 80,6,KR 47,250
G22,Expreso,NQS Central,7,NQS - Calle 75,250
G22,Expreso,NQS Central,8,AV. Chile,250
G22,Expreso,NQS Central,9,U. Nacional,250
G22,Expreso,NQS Central,10,AV. El Dorado,250
G22,Expreso,NQS Central,11,Paloquemao,250
G22,Expreso,NQS Sur,12,Santa Isabel,250
G22,Expreso,NQS Sur,13,SENA,250
G22,Expreso,NQS Sur,14,Gral. Santander,250
G22,Expreso,NQS Sur,15,Sevillana,250
G22,Expreso,NQS Sur,16,Portal Sur - JFK Coop. financ.,250
G30,Expreso,Suba,1,Portal Suba,250
G30,Expreso,Suba,2,La Campiña,250
G30,Expreso,Suba,3,Suba - TV 91,250
G30,Expreso,Suba,4,Suba - AV. Boyacá,250
G30,Expreso,Suba,5,AV. Suba - Calle 116,250
G30,Expreso,Suba,6,Puentelargo,250
G30,Expreso,Suba,7,Rionegro,250
G30,Expreso,NQS Central,8,Movistar Arena,250
G30,Expreso,NQS Central,9,U. Nacional,250
G30,Expreso,NQS Central,10,CAD,250
G30,Expreso,NQS Sur,11,Santa Isabel,250
G30,Expreso,NQS Sur,12,NQS - Calle 38A S.,250
G30,Expreso,NQS Sur,13,Gral. Santander,250
G30,Expreso,NQS Sur,14,Venecia,250
G30,Expreso,NQS Sur,15,Portal Sur - JFK Coop. financ.,250
G41,Expreso,Carrera 10,1,Bicentenario,250
G41,Expreso,NQS Central,2,Tygua-San José,250
G41,Expreso,NQS Central,3,Guatoque-Veraguas,250
G41,Expreso,NQS Sur,4,NQS - Calle 30 S.,250
G41,Expreso,NQS Sur,5,Alquería,250
G41,Expreso,NQS Sur,6,Bosa,250
G41,Expreso,NQS Sur,7,Terreros - Hospital C.V.,250
G41,Expreso,NQS Sur,8,San Mateo,250
G42,Expreso,NQS Central,1,7 de agosto,250
G42,Expreso,NQS Central,2,Campín - UAN,250
G42,Expreso,NQS Central,3,U. Nacional,250
G42,Expreso,NQS Central,4,Paloquemao,250
G42,Expreso,NQS Sur,5,Comuneros,250
G42,Expreso,NQS Sur,6,Bosa,250
G42,Expreso,NQS Sur,7,La Despensa,250
G42,Expreso,NQS Sur,8,León XIII,250
G42,Expreso,NQS Sur,9,Terreros - Hospital C.V.,250
G42,Expreso,NQS Sur,10,San Mateo,250
G43,Expreso,Calle 26,1,Portal Eldorado - C.C. NUESTRO BOGOTÁ,250
G43,Expreso,Calle 26,2,Modelia,250
G43,Expreso,Calle 26,3,Normandía,250
G43,Expreso,Calle 26,4,El Tiempo - CCB,250
G43,Expreso,Calle 26,5,Salitre - El Greco,250
G43,Expreso,Calle 26,6,Gobernación,250
G43,Expreso,Calle 26,7,Quinta Paredes,250
G43,Expreso,Calle 26,8,Corferias,250
G43,Expreso,NQS Central,9,CAD,250
G43,Expreso,NQS Central,10,Ricaurte,250
G43,Expreso,NQS Sur,11,SENA,250
G43,Expreso,NQS Sur,12,Gral. Santander,250
G43,Expreso,NQS Sur,13,Venecia,250
G43,Expreso,NQS Sur,14,La Despensa,250
G43,Expreso,NQS Sur,15,León XIII,250
G43,Expreso,NQS Sur,16,Terreros - Hospital C.V.,250
G43,Expreso,NQS Sur,17,San Mateo,250
G45,Expreso,NQS Sur,1,San Mateo,160
G45,Expreso,NQS Sur,2,Terreros - Hospital C.V.,160
G45,Expreso,NQS Sur,3,León XIII,160
G45,Expreso,NQS Sur,4,La Despensa,160
G45,Expreso,NQS Sur,5,Bosa,160
G45,Expreso,NQS Sur,6,Portal Sur - JFK Coop. financ.,160
G46,Expreso,Autopista Norte,1,Portal Norte,250
G46,Expreso,Autopista Norte,2,Toberín - Foundever,250
G46,Expreso,Autopista Norte,3,Alcalá - Col. S. Tomás Dominicos,250
G46,Expreso,Autopista Norte,4,Calle 100 - Marketmedios,250
G46,Expreso,NQS Sur,5,Bosa,250
G46,Expreso,NQS Sur,6,La Despensa,250
G46,Expreso,NQS Sur,7,León XIII,250
G46,Expreso,NQS Sur,8,Terreros - Hospital C.V.,250
G46,Expreso,NQS Sur,9,San Mateo,250
G47,Expreso,Carrera 7,1,Museo Nacional - FNG,250
G47,Expreso,Carrera 10,2,San Diego,250
G47,Expreso,Carrera 10,3,Las Nieves,250
G47,Expreso,Carrera 10,4,San Victorino,250
G47,Expreso,NQS Central,5,Tygua-San José,250
G47,Expreso,NQS Central,6,Guatoque-Veraguas,250
G47,Expreso,NQS Sur,7,Comuneros,250
G47,Expreso,NQS Sur,8,NQS - Calle 38A S.,250
G47,Expreso,NQS Sur,9,Sevillana,250
G47,Expreso,NQS Sur,10,Paseo Villa del Río - Madelena,250
G47,Expreso,NQS Sur,11,Perdomo,250
G47,Expreso,NQS Sur,12,Portal Sur - JFK Coop. financ.,250
G48,Expreso,NQS Central,1,CAD,250
G48,Expreso,NQS Central,2,Ricaurte,250
G48,Expreso,NQS Sur,3,Santa Isabel,250
G48,Expreso,NQS Sur,4,Gral. Santander,250
G48,Expreso,NQS Sur,5,Venecia,250
G48,Expreso,NQS Sur,6,Sevillana,250
G48,Expreso,NQS Sur,7,Bosa,250
G48,Expreso,NQS Sur,8,La Despensa,250
G48,Expreso,NQS Sur,9,León XIII,250
G48,Expreso,NQS Sur,10,Terreros - Hospital C.V.,250
G48,Expreso,NQS Sur,11,San Mateo,250
G52,Expreso,Caracas,1,Temporal - Flores,160
G52,Expreso,Caracas,2,Calle 76,160
G52,Expreso,NQS Sur,3,Santa Isabel,160
G52,Expreso,NQS Sur,4,NQS - Calle 30 S.,160
G52,Expreso,NQS Sur,5,Gral. Santander,160
G52,Expreso,NQS Sur,6,Alquería,160
G52,Expreso,NQS Sur,7,Venecia,160
G52,Expreso,NQS Sur,8,Paseo Villa del Río - Madelena,160
G52,Expreso,NQS Sur,9,Perdomo,160
G52,Expreso,NQS Sur,10,Portal Sur - JFK Coop. financ.,160
H13,Expreso,Autopista Norte,1,Portal Norte,160
H13,Expreso,Autopista Norte,2,Calle 161,160
H13,Expreso,Autopista Norte,3,Mazurén,160
H13,Expreso,Autopista Norte,4,Calle 146,160
H13,Expreso,Autopista Norte,5,Calle 142,160
H13,Expreso,Autopista Norte,6,Calle 127,160
H13,Expreso,Autopista Norte,7,Calle 106,160
H13,Expreso,Autopista Norte,8,Calle 85 - GATO DUMAS,160
H13,Expreso,Caracas,9,Calle 76,160
H13,Expreso,Caracas,10,Calle 72,160
H13,Expreso,Caracas,11,Temporal - Flores,160
H13,Expreso,Caracas,12,Calle 63,160
H13,Expreso,Caracas,13,AV. 39,160
H13,Expreso,Caracas,14,Temporal - Calle 22,160
H13,Expreso,Caracas,15,Tercer Milenio,160
H13,Expreso,Caracas Sur,16,Hospital,160
H13,Expreso,Caracas Sur,17,Hortúa,160
H13,Expreso,Caracas Sur,18,Restrepo,160
H13,Expreso,Caracas Sur,19,Quiroga,160
H13,Expreso,Caracas Sur,20,Calle 40 Sur,160
H13,Expreso,Caracas Sur,21,Biblioteca,160
H13,Expreso,Caracas Sur,22,Portal Tunal,160
H15,Expreso,Suba,1,Portal Suba,250
H15,Expreso,Suba,2,La Campiña,250
H15,Expreso,Suba,3,Suba - TV 91,250
H15,Expreso,Suba,4,Gratamira,250
H15,Expreso,Suba,5,Niza - Calle 127,250
H15,Expreso,Suba,6,Humedal Córdoba,250
H15,Expreso,Suba,7,AV. Suba - Calle 116,250
H15,Expreso,Suba,8,Rionegro,250
H15,Expreso,Caracas,9,Calle 76,250
H15,Expreso,Caracas,10,Temporal - Calle 57,250
H15,Expreso,Caracas,11,Temporal - Marly,250
H15,Expreso,Caracas,12,Calle 45 - American School Way,250
H15,Expreso,Caracas,13,Temporal - Calle 22,250
H15,Expreso,Caracas,14,Calle 19,250
H15,Expreso,Caracas,15,AV. Jiménez,250
H15,Expreso,Caracas,16,Tercer Milenio,250
H15,Expreso,Caracas Sur,17,Nariño,250
H15,Expreso,Caracas Sur,18,Olaya,250
H15,Expreso,Caracas Sur,19,Calle 40 Sur,250
H15,Expreso,Caracas Sur,20,Parque,250
H15,Expreso,Caracas Sur,21,Portal Tunal,250
H17,Expreso,Suba,1,Portal Suba,160
H17,Expreso,Suba,2,La Campiña,160
H17,Expreso,Suba,3,Suba - TV 91,160
H17,Expreso,Suba,4,Niza - Calle 127,160
H17,Expreso,Suba,5,AV. Suba - Calle 116,160
H17,Expreso,Suba,6,Puentelargo,160
H17,Expreso,Suba,7,Suba - Calle 100,160
H17,Expreso,Suba,8,Suba - Calle 95,160
H17,Expreso,Suba,9,San Martín,160
H17,Expreso,NQS Central,10,7 de agosto,160
H17,Expreso,NQS Central,11,U. Nacional,160
H17,Expreso,NQS Central,12,AV. El Dorado,160
H17,Expreso,NQS Central,13,Paloquemao,160
H17,Expreso,NQS Central,14,Guatoque-Veraguas,160
H17,Expreso,Caracas Sur,15,Hortúa,160
H17,Expreso,Caracas Sur,16,Restrepo,160
H17,Expreso,Caracas Sur,17,Quiroga,160
H17,Expreso,Caracas Sur,18,Santa Lucía,160
H17,Expreso,Caracas Sur,19,Socorro,160
H17,Expreso,Caracas Sur,20,Consuelo,160
H17,Expreso,Caracas Sur,21,Danubio,160
H17,Expreso,Caracas Sur,22,Portal Usme,160
H20,Expreso,Calle 80,1,Portal 80,250
H20,Expreso,Calle 80,2,Quirigua,250
H20,Expreso,Calle 80,3,Granja - KR 77,250
H20,Expreso,Calle 80,4,Boyacá,250
H20,Expreso,Calle 80,5,Ferias,250
H20,Expreso,Calle 80,6,AV. 68,250
H20,Expreso,Calle 80,7,Polo - FINCOMERCIO,250
H20,Expreso,Caracas,8,Temporal - Flores,250
H20,Expreso,Caracas,9,Calle 63,250
H20,Expreso,Caracas,10,Calle 45 - American School Way,250
H20,Expreso,Caracas,11,Temporal - Calle 34,250
H20,Expreso,Caracas,12,Calle 26,250
H20,Expreso,Caracas,13,Temporal - Calle 22,250
H20,Expreso,Caracas,14,Calle 19,250
H20,Expreso,Caracas,15,AV. Jiménez,250
H20,Expreso,Caracas Sur,16,Restrepo,250
H20,Expreso,Caracas Sur,17,Olaya,250
H20,Expreso,Caracas Sur,18,Quiroga,250
H20,Expreso,Caracas Sur,19,Calle 40 Sur,250
H20,Expreso,Caracas Sur,20,Molinos,250
H20,Expreso,Caracas Sur,21,Portal Usme,250
H21,Expreso,Calle 80,1,Portal 80,250
H21,Expreso,Calle 80,2,KR 90,250
H21,Expreso,Calle 80,3,AV. Cali,250
H21,Expreso,Calle 80,4,Granja - KR 77,250
H21,Expreso,Calle 80,5,Minuto de Dios,250
H21,Expreso,Calle 80,6,AV. 68,250
H21,Expreso,NQS Central,7,7 de agosto,250
H21,Expreso,NQS Central,8,Movistar Arena,250
H21,Expreso,NQS Central,9,Campín - UAN,250
H21,Expreso,NQS Central,10,Ricaurte,250
H21,Expreso,NQS Central,11,Guatoque-Veraguas,250
H21,Expreso,Caracas Sur,12,Fucha,250
H21,Expreso,Caracas Sur,13,Quiroga,250
H21,Expreso,Caracas Sur,14,Calle 40 Sur,250
H21,Expreso,Caracas Sur,15,Santa Lucía,250
H21,Expreso,Caracas Sur,16,Portal Tunal,250
H27,Expreso,Autopista Norte,1,Portal Norte,250
H27,Expreso,Autopista Norte,2,Toberín - Foundever,250
H27,Expreso,Autopista Norte,3,Calle 100 - Marketmedios,250
H27,Expreso,Autopista Norte,4,Virrey,250
H27,Expreso,Autopista Norte,5,Calle 85 - GATO DUMAS,250
H27,Expreso,Autopista Norte,6,Héroes,250
H27,Expreso,Caracas,7,Calle 72,250
H27,Expreso,Caracas,8,Temporal - Calle 34,250
H27,Expreso,Caracas,9,AV. Jiménez,250
H27,Expreso,Caracas Sur,10,Calle 40 Sur,250
H27,Expreso,Caracas Sur,11,Portal Tunal,250
H54,Expreso,Calle 26,1,Portal Eldorado - C.C. NUESTRO BOGOTÁ,250
H54,Expreso,Calle 26,2,Modelia,250
H54,Expreso,Calle 26,3,AV. Rojas - UNISALESIANA,250
H54,Expreso,Calle 26,4,El Tiempo - CCB,250
H54,Expreso,Calle 26,5,Salitre - El Greco,250
H54,Expreso,Calle 26,6,CAN - British Council,250
H54,Expreso,Calle 26,7,Quinta Paredes,250
H54,Expreso,Calle 26,8,Corferias,250
H54,Expreso,Calle 26,9,C. Universitaria - Lotería de Btá.,250
H54,Expreso,Calle 26,10,Concejo de Bogotá,250
H54,Expreso,Caracas,11,AV. Jiménez,250
H54,Expreso,Caracas Sur,12,Hortúa,250
H54,Expreso,Caracas Sur,13,Restrepo,250
H54,Expreso,Caracas Sur,14,Calle 40 Sur,250
H54,Expreso,Caracas Sur,15,Molinos,250
H54,Expreso,Caracas Sur,16,Danubio,250
H54,Expreso,Caracas Sur,17,Portal Usme,250
H72,Expreso,Autopista Norte,1,Toberín - Foundever,160
H72,Expreso,Autopista Norte,2,Mazurén,160
H72,Expreso,Autopista Norte,3,Alcalá - Col. S. Tomás Dominicos,160
H72,Expreso,Autopista Norte,4,Pepe Sierra,160
H72,Expreso,NQS Central,5,La Castellana,160
H72,Expreso,NQS Central,6,AV. Chile,160
H72,Expreso,NQS Central,7,Movistar Arena,160
H72,Expreso,NQS Central,8,Paloquemao,160
H72,Expreso,NQS Central,9,Tygua-San José,160
H72,Expreso,Caracas Sur,10,Hospital,160
H72,Expreso,Caracas Sur,11,Nariño,160
H72,Expreso,Caracas Sur,12,Fucha,160
H72,Expreso,Caracas Sur,13,Olaya,160
H72,Expreso,Caracas Sur,14,Socorro,160
H72,Expreso,Caracas Sur,15,Molinos,160
H72,Expreso,Caracas Sur,16,Portal Usme,160
H75,Expreso,Autopista Norte,1,Portal Norte,250
H75,Expreso,Autopista Norte,2,Toberín - Foundever,250
H75,Expreso,Autopista Norte,3,Calle 146,250
H75,Expreso,Autopista Norte,4,Calle 142,250
H75,Expreso,Autopista Norte,5,Prado,250
H75,Expreso,Autopista Norte,6,Calle 100 - Marketmedios,250
H75,Expreso,Autopista Norte,7,Héroes,250
H75,Expreso,Caracas,8,Calle 76,250
H75,Expreso,Caracas,9,Calle 72,250
H75,Expreso,Caracas,10,Calle 63,250
H75,Expreso,Caracas,11,Temporal - Calle 57,250
H75,Expreso,Caracas,12,Temporal - Marly,250
H75,Expreso,Caracas,13,AV. 39,250
H75,Expreso,Caracas,14,AV. Jiménez,250
H75,Expreso,Caracas Sur,15,Hortúa,250
H75,Expreso,Caracas Sur,16,Nariño,250
H75,Expreso,Caracas Sur,17,Fucha,250
H75,Expreso,Caracas Sur,18,Santa Lucía,250
H75,Expreso,Caracas Sur,19,Socorro,250
H75,Expreso,Caracas Sur,20,Consuelo,250
H75,Expreso,Caracas Sur,21,Molinos,250
H75,Expreso,Caracas Sur,22,Danubio,250
H75,Expreso,Caracas Sur,23,Portal Usme,250
H76,Expreso,Calle 26,1,Universidades - CityU,250
H76,Expreso,Caracas,2,Calle 19,250
H76,Expreso,Caracas,3,AV. Jiménez,250
H76,Expreso,Caracas,4,Tercer Milenio,250
H76,Expreso,Caracas Sur,5,Restrepo,250
H76,Expreso,Caracas Sur,6,Calle 40 Sur,250
H76,Expreso,Caracas Sur,7,Santa Lucía,250
H76,Expreso,Caracas Sur,8,Socorro,250
H76,Expreso,Caracas Sur,9,Consuelo,250
H76,Expreso,Caracas Sur,10,Molinos,250
H76,Expreso,Caracas Sur,11,Danubio,250
H76,Expreso,Caracas Sur,12,Portal Usme,250
J23,Expreso,Américas,1,Portal Américas,250
J23,Expreso,Américas,2,Patio Bonito,250
J23,Expreso,Américas,3,Biblioteca Tintal,250
J23,Expreso,Américas,4,Banderas,250
J23,Expreso,Américas,5,AV. Américas - AV. Boyacá,250
J23,Expreso,Américas,6,Pradera - Plaza Central,250
J23,Expreso,Américas,7,Puente Aranda,250
J23,Expreso,Américas,8,Ricaurte,250
J23,Expreso,Américas,9,San Façon - KR 22,250
J23,Expreso,Eje Ambiental,10,AV. Jiménez,250
J23,Expreso,Eje Ambiental,11,Museo del Oro,250
J23,Expreso,Eje Ambiental,12,Las Aguas - C. Col Americano,250
J24,Expreso,Calle 80,1,Portal 80,250
J24,Expreso,Calle 80,2,KR 90,250
J24,Expreso,Calle 80,3,AV. Cali,250
J24,Expreso,Calle 80,4,Granja - KR 77,250
J24,Expreso,Calle 80,5,Minuto de Dios,250
J24,Expreso,Calle 80,6,KR 47,250
J24,Expreso,Calle 80,7,Escuela Militar,250
J24,Expreso,Caracas,8,Calle 76,250
J24,Expreso,Caracas,9,Calle 72,250
J24,Expreso,Caracas,10,Temporal - Calle 57,250
J24,Expreso,Caracas,11,Temporal - Marly,250
J24,Expreso,Caracas,12,AV. 39,250
J24,Expreso,Calle 26,13,Universidades - CityU,250
J70,Expreso,Autopista Norte,1,Portal Norte,160
J70,Expreso,Autopista Norte,2,Toberín - Foundever,160
J70,Expreso,Autopista Norte,3,Mazurén,160
J70,Expreso,Autopista Norte,4,Calle 146,160
J70,Expreso,Autopista Norte,5,Calle 142,160
J70,Expreso,Autopista Norte,6,Alcalá - Col. S. Tomás Dominicos,160
J70,Expreso,Autopista Norte,7,Prado,160
J70,Expreso,Autopista Norte,8,Calle 127,160
J70,Expreso,NQS Central,9,CAD,160
J70,Expreso,Eje Ambiental,10,AV. Jiménez,160
J70,Expreso,Eje Ambiental,11,Museo del Oro,160
J70,Expreso,Eje Ambiental,12,Las Aguas - C. Col Americano,160
J73,Expreso,Suba,1,Portal Suba,250
J73,Expreso,Suba,2,La Campiña,250
J73,Expreso,Suba,3,Suba - TV 91,250
J73,Expreso,Suba,4,Niza - Calle 127,250
J73,Expreso,Suba,5,Puentelargo,250
J73,Expreso,Suba,6,Suba - Calle 100,250
J73,Expreso,Suba,7,San Martín,250
J73,Expreso,Calle 26,8,C. Universitaria - Lotería de Btá.,250
J73,Expreso,Calle 26,9,Centro Memoria,250
J73,Expreso,Calle 26,10,Universidades - CityU,250
J74,Expreso,Autopista Norte,1,Portal Norte,160
J74,Expreso,Autopista Norte,2,Toberín - Foundever,160
J74,Expreso,Autopista Norte,3,Mazurén,160
J74,Expreso,Autopista Norte,4,Calle 146,160
J74,Expreso,Autopista Norte,5,Calle 142,160
J74,Expreso,Autopista Norte,6,Prado,160
J74,Expreso,Autopista Norte,7,Virrey,160
J74,Expreso,Autopista Norte,8,Héroes,160
J74,Expreso,Caracas,9,Temporal - Calle 57,160
J74,Expreso,Caracas,10,Calle 45 - American School Way,160
J74,Expreso,Caracas,11,AV. 39,160
J74,Expreso,Caracas,12,Calle 26,160
J74,Expreso,Caracas,13,Calle 19,160
J74,Expreso,Calle 26,14,Universidades - CityU,160
J76,Expreso,Caracas Sur,1,Portal Usme,250
J76,Expreso,Caracas Sur,2,Danubio,250
J76,Expreso,Caracas Sur,3,Consuelo,250
J76,Expreso,Caracas Sur,4,Socorro,250
J76,Expreso,Caracas Sur,5,Santa Lucía,250
J76,Expreso,Caracas Sur,6,Calle 40 Sur,250
J76,Expreso,Caracas Sur,7,Restrepo,250
J76,Expreso,Caracas,8,Tercer Milenio,250
J76,Expreso,Caracas,9,AV. Jiménez,250
J76,Expreso,Caracas,10,Calle 19,250
J76,Expreso,Calle 26,11,Universidades - CityU,250
K10,Expreso,Carrera 10,1,Portal 20 de Julio,250
K10,Expreso,Carrera 10,2,AV. 1° Mayo,250
K10,Expreso,Carrera 10,3,Ciudad Jardín - UAN,250
K10,Expreso,Carrera 10,4,San Bernardo,250
K10,Expreso,Carrera 10,5,Bicentenario,250
K10,Expreso,Carrera 10,6,San Victorino,250
K10,Expreso,Carrera 10,7,Las Nieves,250
K10,Expreso,Calle 26,8,Centro Memoria,250
K10,Expreso,Calle 26,9,C. Universitaria - Lotería de Btá.,250
K10,Expreso,Calle 26,10,Gobernación,250
K10,Expreso,Calle 26,11,CAN - British Council,250
K10,Expreso,Calle 26,12,Salitre - El Greco,250
K10,Expreso,Calle 26,13,Normandía,250
K10,Expreso,Calle 26,14,Modelia,250
K10,Expreso,Calle 26,15,Portal Eldorado - C.C. NUESTRO BOGOTÁ,250
K16,Expreso,Autopista Norte,1,Terminal,250
K16,Expreso,Autopista Norte,2,Calle 187,250
K16,Expreso,Autopista Norte,3,Toberín - Foundever,250
K16,Expreso,Autopista Norte,4,Mazurén,250
K16,Expreso,Autopista Norte,5,Alcalá - Col. S. Tomás Dominicos,250
K16,Expreso,Autopista Norte,6,Pepe Sierra,250
K16,Expreso,NQS Central,7,AV. Chile,250
K16,Expreso,NQS Central,8,AV. El Dorado,250
K16,Expreso,Calle 26,9,Corferias,250
K16,Expreso,Calle 26,10,Quinta Paredes,250
K16,Expreso,Calle 26,11,CAN - British Council,250
K16,Expreso,Calle 26,12,Salitre - El Greco,250
K16,Expreso,Calle 26,13,El Tiempo - CCB,250
K16,Expreso,Calle 26,14,AV. Rojas - UNISALESIANA,250
K16,Expreso,Calle 26,15,Modelia,250
K16,Expreso,Calle 26,16,Portal Eldorado - C.C. NUESTRO BOGOTÁ,250
K23,Expreso,Autopista Norte,1,Alcalá - Col. S. Tomás Dominicos,160
K23,Expreso,Autopista Norte,2,Prado,160
K23,Expreso,Autopista Norte,3,Calle 127,160
K23,Expreso,Autopista Norte,4,Calle 85 - GATO DUMAS,160
K23,Expreso,Caracas,5,Temporal - Calle 57,160
K23,Expreso,Caracas,6,Temporal - Marly,160
K23,Expreso,Caracas,7,Calle 45 - American School Way,160
K23,Expreso,Caracas,8,Temporal - Calle 34,160
K23,Expreso,Caracas,9,Calle 26,160
K23,Expreso,Calle 26,10,Concejo de Bogotá,160
K23,Expreso,Calle 26,11,C. Universitaria - Lotería de Btá.,160
K23,Expreso,Calle 26,12,Gobernación,160
K23,Expreso,Calle 26,13,CAN - British Council,160
K23,Expreso,Calle 26,14,Salitre - El Greco,160
K23,Expreso,Calle 26,15,El Tiempo - CCB,160
K23,Expreso,Calle 26,16,AV. Rojas - UNISALESIANA,160
K23,Expreso,Calle 26,17,Portal Eldorado - C.C. NUESTRO BOGOTÁ,160
K43,Expreso,NQS Sur,1,San Mateo,250
K43,Expreso,NQS Sur,2,Terreros - Hospital C.V.,250
K43,Expreso,NQS Sur,3,León XIII,250
K43,Expreso,NQS Sur,4,La Despensa,250
K43,Expreso,NQS Sur,5,Venecia,250
K43,Expreso,NQS Sur,6,Gral. Santander,250
K43,Expreso,NQS Sur,7,SENA,250
K43,Expreso,NQS Central,8,Ricaurte,250
K43,Expreso,NQS Central,9,CAD,250
K43,Expreso,Calle 26,10,Corferias,250
K43,Expreso,Calle 26,11,Quinta Paredes,250
K43,Expreso,Calle 26,12,Gobernación,250
K43,Expreso,Calle 26,13,Salitre - El Greco,250
K43,Expreso,Calle 26,14,El Tiempo - CCB,250
K43,Expreso,Calle 26,15,Normandía,250
K43,Expreso,Calle 26,16,Modelia,250
K43,Expreso,Calle 26,17,Portal Eldorado - C.C. NUESTRO BOGOTÁ,250
K54,Expreso,Caracas Sur,1,Portal Usme,250
K54,Expreso,Caracas Sur,2,Danubio,250
K54,Expreso,Caracas Sur,3,Molinos,250
K54,Expreso,Caracas Sur,4,Calle 40 Sur,250
K54,Expreso,Caracas Sur,5,Restrepo,250
K54,Expreso,Caracas Sur,6,Hortúa,250
K54,Expreso,Caracas,7,AV. Jiménez,250
K54,Expreso,Calle 26,8,Concejo de Bogotá,250
K54,Expreso,Calle 26,9,C. Universitaria - Lotería de Btá.,250
K54,Expreso,Calle 26,10,Corferias,250
K54,Expreso,Calle 26,11,Quinta Paredes,250
K54,Expreso,Calle 26,12,CAN - British Council,250
K54,Expreso,Calle 26,13,Salitre - El Greco,250
K54,Expreso,Calle 26,14,El Tiempo - CCB,250
K54,Expreso,Calle 26,15,AV. Rojas - UNISALESIANA,250
K54,Expreso,Calle 26,16,Modelia,250
K54,Expreso,Calle 26,17,Portal Eldorado - C.C. NUESTRO BOGOTÁ,250
L10,Expreso,Calle 26,1,Portal Eldorado - C.C. NUESTRO BOGOTÁ,250
L10,Expreso,Calle 26,2,Modelia,250
L10,Expreso,Calle 26,3,Normandía,250
L10,Expreso,Calle 26,4,Salitre - El Greco,250
L10,Expreso,Calle 26,5,CAN - British Council,250
L10,Expreso,Calle 26,6,Gobernación,250
L10,Expreso,Calle 26,7,C. Universitaria - Lotería de Btá.,250
L10,Expreso,Calle 26,8,Centro Memoria,250
L10,Expreso,Carrera 10,9,Las Nieves,250
L10,Expreso,Carrera 10,10,San Victorino,250
L10,Expreso,Carrera 10,11,Bicentenario,250
L10,Expreso,Carrera 10,12,San Bernardo,250
L10,Expreso,Carrera 10,13,Ciudad Jardín - UAN,250
L10,Expreso,Carrera 10,14,AV. 1° Mayo,250
L10,Expreso,Carrera 10,15,Portal 20 de Julio,250
L18,Expreso,Autopista Norte,1,Terminal,250
L18,Expreso,Autopista Norte,2,Calle 187,250
L18,Expreso,Autopista Norte,3,Alcalá - Col. S. Tomás Dominicos,250
L18,Expreso,Autopista Norte,4,Calle 127,250
L18,Expreso,Autopista Norte,5,Pepe Sierra,250
L18,Expreso,Autopista Norte,6,Virrey,250
L18,Expreso,Caracas,7,Calle 76,250
L18,Expreso,Caracas,8,Calle 63,250
L18,Expreso,Caracas,9,Calle 45 - American School Way,250
L18,Expreso,Caracas,10,Temporal - Calle 34,250
L18,Expreso,Caracas,11,AV. Jiménez,250
L18,Expreso,Caracas,12,Tercer Milenio,250
L18,Expreso,Carrera 10,13,Bicentenario,250
L18,Expreso,Carrera 10,14,San Bernardo,250
L18,Expreso,Carrera 10,15,AV. 1° Mayo,250
L18,Expreso,Carrera 10,16,Country Sur,250
L18,Expreso,Carrera 10,17,Portal 20 de Julio,250
L25,Expreso,Suba,1,Portal Suba,250
L25,Expreso,Suba,2,La Campiña,250
L25,Expreso,Suba,3,Suba - TV 91,250
L25,Expreso,Suba,4,21 Ángeles,250
L25,Expreso,Suba,5,Suba - AV. Boyacá,250
L25,Expreso,Suba,6,Niza - Calle 127,250
