Modelo,RMSE,MAE,R2
Base (sin ICP/conglomerado),85.85326553559277,40.25381088256836,0.9159607887268066
Completo (con ICP/conglomerado),77.98285506182593,32.7641487121582,0.9306627511978149
Random Forest (completo),127.17101459829993,61.44044770560351,0.8156068922511515
